x,sin_x,cos_x
0.0,0.0,1.0
0.06346651825433926,0.0634239196565645,0.9979866764718844
0.12693303650867852,0.12659245357374926,0.9919548128307953
0.19039955476301776,0.1892512443604102,0.9819286972627067
0.25386607301735703,0.2511479871810792,0.9679487013963562
0.3173325912716963,0.31203344569848707,0.9500711177409454
0.3807991095260355,0.3716624556603275,0.9283679330160727
0.44426562778037476,0.4297949120891716,0.9029265382866213
0.5077321460347141,0.4861967361004687,0.8738493770697849
0.5711986642890533,0.5406408174555976,0.8412535328311812
0.6346651825433925,0.5929079290546404,0.8052702575310586
0.6981317007977317,0.6427876096865393,0.7660444431189781
0.761598219052071,0.6900790114821119,0.7237340381050702
0.8250647373064104,0.7345917086575333,0.6785094115571322
0.8885312555607495,0.7761464642917568,0.6305526670845225
0.9519977738150888,0.8145759520503356,0.5800569095711983
1.0154642920694281,0.8497254299495144,0.5272254676105024
1.0789308103237674,0.8814533634475821,0.4722710747726827
1.1423973285781066,0.9096319953545183,0.41541501300188644
1.2058638468324459,0.9341478602651067,0.3568862215918719
1.269330365086785,0.9549022414440739,0.2969203753282749
1.3327968833411243,0.9718115683235417,0.23575893550942728
1.3962634015954634,0.984807753012208,0.17364817766693064
1.4597299198498028,0.9938384644612541,0.1108381999010111
1.523196438104142,0.998867339183008,0.0475819158237424
1.5866629563584815,0.9998741276738751,-0.01586596383480803
1.6501294746128208,0.9968547759519424,-0.07924995685678854
1.7135959928671598,0.9898214418809328,-0.142314838273285
1.777062511121499,0.9788024462147787,-0.20480666806519052
1.8405290293758385,0.963842158559942,-0.26647381369003503
1.9039955476301775,0.9450008187146686,-0.32706796331742144
1.9674620658845168,0.9223542941045815,-0.38634512569312845
2.0309285841388562,0.8959937742913359,-0.4440666126057741
2.0943951023931953,0.8660254037844387,-0.49999999999999983
2.1578616206475347,0.8325698546347714,-0.5539200638661103
2.2213281389018737,0.7957618405308322,-0.6056096871376665
2.284794657156213,0.7557495743542583,-0.6548607339452851
2.3482611754105527,0.7126941713788628,-0.7014748877063214
2.4117276936648917,0.6667690005162916,-0.7452644496757547
2.4751942119192307,0.6181589862206055,-0.7860530947427873
2.53866073017357,0.5670598638627709,-0.8236765814298327
2.602127248427909,0.5136773915734066,-0.8579834132349768
2.6655937666822487,0.4582265217274105,-0.8888354486549234
2.7290602849365877,0.40093053540661405,-0.9161084574320695
2.7925268031909267,0.3420201433256693,-0.9396926207859082
2.8559933214452666,0.28173255684142967,-0.9594929736144974
2.9194598396996057,0.2203105327865408,-0.975429786885407
2.982926357953945,0.1580013959733499,-0.9874388886763943
3.046392876208284,0.09505604330418288,-0.9954719225730846
3.109859394462623,0.0317279334980681,-0.9994965423831851
3.173325912716963,-0.03172793349806786,-0.9994965423831851
3.236792430971302,-0.09505604330418263,-0.9954719225730846
3.3002589492256416,-0.15800139597335008,-0.9874388886763943
3.3637254674799806,-0.22031053278654056,-0.975429786885407
3.4271919857343196,-0.2817325568414294,-0.9594929736144975
3.490658503988659,-0.34202014332566866,-0.9396926207859084
3.554125022242998,-0.4009305354066134,-0.9161084574320697
3.617591540497337,-0.4582265217274099,-0.8888354486549237
3.681058058751677,-0.5136773915734064,-0.857983413234977
3.744524577006016,-0.5670598638627706,-0.8236765814298328
3.807991095260355,-0.618158986220605,-0.7860530947427877
3.8714576135146945,-0.6667690005162915,-0.7452644496757548
3.9349241317690336,-0.7126941713788626,-0.7014748877063216
3.9983906500233735,-0.7557495743542585,-0.6548607339452849
4.0618571682777125,-0.7957618405308321,-0.6056096871376666
4.1253236865320515,-0.8325698546347713,-0.5539200638661105
4.1887902047863905,-0.8660254037844384,-0.5000000000000004
4.25225672304073,-0.895993774291336,-0.44406661260577396
4.3157232412950695,-0.9223542941045814,-0.3863451256931287
4.3791897595494085,-0.9450008187146683,-0.3270679633174219
4.4426562778037475,-0.9638421585599419,-0.2664738136900355
4.506122796058087,-0.9788024462147787,-0.20480666806519054
4.569589314312426,-0.9898214418809327,-0.14231483827328523
4.6330558325667655,-0.9968547759519423,-0.07924995685678879
4.696522350821105,-0.9998741276738751,-0.01586596383480761
4.759988869075444,-0.998867339183008,0.04758191582374238
4.823455387329783,-0.9938384644612541,0.11083819990101086
4.886921905584122,-0.9848077530122081,0.17364817766692997
4.9503884238384614,-0.9718115683235419,0.23575893550942661
5.013854942092801,-0.9549022414440739,0.29692037532827487
5.07732146034714,-0.9341478602651068,0.35688622159187167
5.140787978601479,-0.9096319953545186,0.41541501300188605
5.204254496855818,-0.8814533634475824,0.4722710747726821
5.267721015110158,-0.8497254299495144,0.5272254676105024
5.331187533364497,-0.8145759520503358,0.5800569095711979
5.394654051618836,-0.7761464642917572,0.6305526670845221
5.458120569873175,-0.7345917086575338,0.6785094115571316
5.521587088127514,-0.6900790114821127,0.7237340381050695
5.585053606381853,-0.6427876096865403,0.7660444431189772
5.648520124636194,-0.5929079290546402,0.8052702575310589
5.711986642890533,-0.5406408174555976,0.8412535328311812
5.775453161144872,-0.4861967361004688,0.8738493770697849
5.838919679399211,-0.4297949120891719,0.9029265382866211
5.90238619765355,-0.3716624556603281,0.9283679330160723
5.96585271590789,-0.31203344569848707,0.9500711177409454
6.029319234162229,-0.2511479871810794,0.9679487013963562
6.092785752416568,-0.18925124436041063,0.9819286972627066
6.156252270670907,-0.12659245357374993,0.9919548128307952
6.219718788925246,-0.06342391965656541,0.9979866764718843
6.283185307179587,6.432490598706546e-16,1.0
